actual,1-day ahead,2-day ahead,3-day ahead,4-day ahead,5-day ahead,6-day ahead
0.4567613984074596,0.4745544493198395,0.4754270911216736,0.48372870683670044,0.4699520468711853,0.4405074119567871,0.4263078570365906
0.4087017541997855,0.4790206253528595,0.475808322429657,0.4829806089401245,0.46334224939346313,0.42611590027809143,0.4112246632575989
0.5444705033375428,0.4440818727016449,0.44163256883621216,0.4366937577724457,0.4322911500930786,0.4295862019062042,0.42422905564308167
0.304086500196326,0.4415047764778137,0.4389132559299469,0.4339537024497986,0.42940738797187805,0.42657917737960815,0.42129164934158325
0.5155637033814067,0.4338993728160858,0.4330822229385376,0.42877650260925293,0.4261726140975952,0.4259692430496216,0.42093831300735474
0.4799008995624227,0.35466015338897705,0.3707631826400757,0.37429341673851013,0.3905959725379944,0.41327109932899475,0.4102863669395447
0.3748755971146141,0.4806644916534424,0.4871397614479065,0.49921703338623047,0.49068886041641235,0.46621984243392944,0.4514491558074951
0.2475012646227533,0.4875289797782898,0.4926927089691162,0.5035892724990845,0.49460911750793457,0.47001391649246216,0.45542746782302856
0.3631810833660543,0.4908579885959625,0.4931936264038086,0.5030503273010254,0.490464985370636,0.4612354040145874,0.4463365375995636
0.46456270583282916,0.42282360792160034,0.4175507128238678,0.4119441509246826,0.4058099389076233,0.39996814727783203,0.3953362703323364
0.31782979505066805,0.3562730550765991,0.35226157307624817,0.34549564123153687,0.34297576546669006,0.3445068895816803,0.3434033989906311
0.408312639506461,0.3633962869644165,0.36573028564453125,0.3615957796573639,0.36584416031837463,0.37574395537376404,0.3746579587459564
0.34212423017195326,0.4192368984222412,0.43840843439102173,0.44714900851249695,0.463118314743042,0.48037630319595337,0.4731546640396118
0.3989004856858853,0.43686366081237793,0.441520631313324,0.45200055837631226,0.4418722987174988,0.4174719452857971,0.404449462890625
0.3340324132539539,0.4371846318244934,0.4416898488998413,0.4521918296813965,0.4417816698551178,0.41695111989974976,0.40385040640830994
0.37657326145323716,0.4299037456512451,0.4306729733943939,0.4408494234085083,0.42399540543556213,0.39016109704971313,0.3762967884540558
0.3832403879827233,0.39114487171173096,0.38960808515548706,0.38475310802459717,0.38327476382255554,0.3851408362388611,0.38223597407341003
0.5505123933029823,0.38808703422546387,0.3860192596912384,0.38082921504974365,0.37910184264183044,0.3808389902114868,0.37819725275039673
0.2705536571475063,0.39605405926704407,0.39560478925704956,0.3912552297115326,0.39116156101226807,0.39477115869522095,0.39183688163757324
0.26773345997247894,0.3317716121673584,0.34639400243759155,0.35033905506134033,0.365079790353775,0.3835171163082123,0.3804548978805542
0.36788583374897854,0.35546204447746277,0.3665374219417572,0.3763927221298218,0.3756951093673706,0.3665558695793152,0.3574511706829071
0.3603524848510575,0.3561364412307739,0.3671678304672241,0.3770330548286438,0.37624844908714294,0.3669672906398773,0.35782456398010254
0.41340296717640684,0.363040566444397,0.36979079246520996,0.3799397647380829,0.37081024050712585,0.3491932153701782,0.33835622668266296
0.3348946560402981,0.33184385299682617,0.3195866346359253,0.30656662583351135,0.2989886701107025,0.2973363399505615,0.29865702986717224
0.1020028794487306,0.33285120129585266,0.32226863503456116,0.3099783658981323,0.30408036708831787,0.3044772446155548,0.30586910247802734
0.2317951806376528,0.3455461263656616,0.3377978801727295,0.32693132758140564,0.32341986894607544,0.3265564441680908,0.32741206884384155
0.11421577470966737,0.2997521162033081,0.3065034747123718,0.30450838804244995,0.313876211643219,0.3294779360294342,0.3300709128379822
0.15156371045621925,0.21021497249603271,0.22253723442554474,0.23206013441085815,0.2400817573070526,0.2424742877483368,0.24068978428840637
0.09563864333393468,0.20636652410030365,0.21842198073863983,0.22802086174488068,0.23565195500850677,0.23723269999027252,0.23543000221252441
0.1953152359626874,0.19841599464416504,0.21122875809669495,0.22231614589691162,0.22977161407470703,0.22966399788856506,0.22754760086536407
0.12036334468840754,0.2507927417755127,0.25227683782577515,0.24676558375358582,0.25349190831184387,0.26629355549812317,0.2697388827800751
0.2480990862879519,0.24618378281593323,0.24839141964912415,0.24319618940353394,0.2509394884109497,0.26500293612480164,0.26867422461509705
0.5100055537278956,0.24528750777244568,0.2479877471923828,0.24300387501716614,0.2513449192047119,0.26613345742225647,0.2698808014392853
0.3338015974926864,0.22609347105026245,0.23923513293266296,0.24005773663520813,0.2595595121383667,0.28638404607772827,0.2904060482978821
0.34762401262146564,0.30086931586265564,0.31327760219573975,0.32639703154563904,0.3241913318634033,0.3108983337879181,0.3023388981819153
0.376024521300492,0.33603179454803467,0.34801504015922546,0.3605685830116272,0.35811349749565125,0.34515243768692017,0.33577412366867065
0.3084454691131368,0.3452601432800293,0.35568875074386597,0.3678106367588043,0.36316391825675964,0.3472886085510254,0.3373880386352539
0.47151680444864214,0.2634417414665222,0.23969057202339172,0.22067351639270782,0.2074660062789917,0.19883675873279572,0.20338289439678192
0.29104364098155944,0.24933978915214539,0.22492781281471252,0.20529061555862427,0.19220253825187683,0.18380281329154968,0.18903274834156036
0.3408184850703766,0.2492653727531433,0.2256169319152832,0.20631733536720276,0.19395382702350616,0.1864379495382309,0.19165872037410736
0.28572338190192187,0.3774433135986328,0.39856886863708496,0.40807044506073,0.4263925552368164,0.44703409075737,0.440988153219223
