Real Power (P),Real Energy (Pt),Reactive Power (Q),Reactive Energy (Qt),Apparent Power (S),Apparent Energy (St),day_of_week,month
0.6066995586802437,-0.3147329099439279,0.2532698008886967,0.8078531970624242,1.5451014394815452,0.9750560584185152,0.0,0.2727272727272727
0.453933668303307,0.4260246136293912,0.6992430157030873,0.974193682504252,0.6566061792054966,-0.0082449336828469,0.1666666666666666,0.2727272727272727
0.612529851173987,0.6182952947927763,0.5590815103920348,0.6967371852474984,0.93600273221549,0.536267921034733,0.3333333333333333,0.2727272727272727
0.6170509905813575,0.4954201730523297,0.6728769525523689,0.7436168238175314,0.8967534993291117,0.6871172430860353,0.5,0.2727272727272727
0.6132844888523774,1.0159403962724562,0.900579917455605,0.7735559688686761,0.6517141025853167,0.077413389617014,0.6666666666666666,0.2727272727272727
0.5205352196091169,0.1656818691926658,0.3308688169617288,0.2379014271592058,0.8908024355080064,2.2103377265447373,0.8333333333333333,0.2727272727272727
0.394011138070038,0.5001767006702642,1.4999455460144966,0.9429865643249898,-0.0084197283057449,1.203868431208839,1.0,0.2727272727272727
0.2719279559826528,-0.255746099043703,0.6003328730412809,0.1288893337669811,-0.590291972636185,-0.4412520461104701,0.0,0.2727272727272727
0.2421135586420342,-0.2525983044538043,-0.2503819272114027,0.3555137176769377,0.6346058955610256,0.3688718156280751,0.1666666666666666,0.2727272727272727
0.2278547274707219,0.4314082385563327,0.2210624400213538,-0.098538091081665,0.1825335517961482,0.3673562985906931,0.3333333333333333,0.2727272727272727
0.5116558087996483,0.2460808744548248,0.6018669386831544,0.1889942941889979,0.0853155483997901,1.3973557858096066,0.5,0.2727272727272727
0.2669425711174368,1.127958417489586,0.6829606395795104,0.4174236640473617,0.6989374170169571,0.989055334062432,0.6666666666666666,0.2727272727272727
0.4086921842462219,-0.1755478322531126,1.162145183616843,2.091665386278874,1.7275020677355388,-0.515622546347148,0.8333333333333333,0.2727272727272727
0.2706231014653344,0.2373392128881462,0.6815864429646448,0.5387875623943967,0.5038385195413493,0.6520248650869187,1.0,0.2727272727272727
0.522021569264276,0.4426045573096567,0.2978641050796398,0.3832488619342397,0.7447677775559038,0.933925333993788,0.0,0.2727272727272727
0.4258162505014997,0.2629165643627898,0.5761231635872897,0.7846684216343179,1.0792586909985895,0.1447158796984887,0.1666666666666666,0.2727272727272727
0.4973196033853618,0.4948232518324,0.7920113804752364,0.7414460168360706,0.7273749870401164,0.7925438192868114,0.3333333333333333,0.2727272727272727
0.5267681447375963,0.4774231071958291,1.113411600365164,1.1778393045332212,0.6911600933855637,0.3784155673054047,0.5,0.2727272727272727
0.4139603194314425,1.1365766355619162,0.6977251316266837,0.460372991775858,0.1419599424394599,0.5817159550182998,0.6666666666666666,0.2727272727272727
0.2956307433658751,-0.0514766455922357,0.627288726898539,0.6036685465108423,0.08152284990598,-0.011806698862104,0.8333333333333333,0.2727272727272727
0.2974624114017156,0.4924117987798182,0.3918265336793227,0.0883623955397205,0.3450352869213903,0.5925782282961651,1.0,0.2727272727272727
0.2574212406625528,0.8853678465141948,2.427352352405612,1.6130502460691742,0.360177317063619,0.1903045482685778,0.0,0.2727272727272727
0.3928158873315555,0.7036513284206112,0.6593516576877947,0.6110166071021168,0.2398425025054675,0.1417092760832641,0.1666666666666666,0.2727272727272727
0.3102329824427335,0.3891754662552737,0.2515219205180187,0.259464260054252,0.3611331183828132,0.2846030486582656,0.3333333333333333,0.2727272727272727
0.3431241999885371,-0.1402534390450754,0.8751953596045013,1.3133078414311057,1.15319568306264,0.9435549234258354,0.5,0.2727272727272727
0.3159806468868807,1.062954229481356,0.5137622172643179,0.0472912481676912,-0.1164318919061969,-1.1504228090708764,0.6666666666666666,0.2727272727272727
0.1617795120646504,0.5543208992416717,0.2709153075360737,-0.1782355692672221,-0.6184271624416966,-0.5080185103821739,0.8333333333333333,0.2727272727272727
0.6294939151366945,1.1274586314885775,0.4345939029462549,0.1204041713349561,0.1414876815535087,0.3443738269542176,1.0,0.2727272727272727
0.2745023212272892,0.4513169108579535,0.6584111718968445,0.6194057831496058,0.4575374605380441,0.1280459485345034,0.0,0.2727272727272727
0.561218787612479,0.6800636206895787,0.1282652908749602,0.4062016530544049,0.7366071196483058,0.4902587586719226,0.1666666666666666,0.3636363636363636
0.3072755669334964,0.2670352901680388,-0.151222034945181,0.4427976694183567,1.1258010595757164,1.212745483409731,0.3333333333333333,0.3636363636363636
0.3239430296314693,0.7351882655410154,0.3603839975698678,0.3927462952814433,0.4724512014373175,0.5461786955594792,0.5,0.3636363636363636
0.305159238102516,0.8022386307410195,0.5569647685134083,0.7551970710682139,0.3303879239271443,-0.1258624535605629,0.6666666666666666,0.3636363636363636
0.2952902283896684,0.2703956403408922,0.8986683853132054,1.4864286793090835,1.2905383146449527,0.7078556328351939,0.8333333333333333,0.3636363636363636
0.2808541734329328,0.3109659622477694,0.3842766700923725,0.4889925386601024,0.314586282312381,-0.199191123558057,1.0,0.3636363636363636
