Real Power (P),Real Energy (Pt),Reactive Power (Q),Reactive Energy (Qt),Apparent Power (S),Apparent Energy (St),day_of_week,month
0.6066995586802437,1.125951384771262,1.125951384771262,1.6406952448556678,2.6710741571369816,4.164457661542538,0.0,0.2727272727272727
0.453933668303307,1.1455565357407749,1.1455565357407749,1.8243119336397704,3.1393125956631853,4.122680418625343,0.1666666666666666,0.2727272727272727
0.612529851173987,1.0745764227336083,1.0745764227336083,2.0091197502262306,3.225470435227276,4.713856630779358,0.3333333333333333,0.2727272727272727
0.6170509905813575,1.4988577429772831,1.4988577429772831,2.2514051188214528,3.2548016199470124,4.258198121072573,0.5,0.2727272727272727
0.6132844888523774,1.1713942029099689,1.1713942029099689,2.11457620418644,3.024586960984215,4.151195289160491,0.6666666666666666,0.2727272727272727
0.5205352196091169,1.3887588305860434,1.3887588305860434,2.2159368095980216,3.318840781613992,4.421744753629963,0.8333333333333333,0.2727272727272727
0.394011138070038,1.4622687672248178,1.4622687672248178,2.34913743756466,3.531628998017782,3.9182547927918185,1.0,0.2727272727272727
0.2719279559826528,1.200832911194986,1.200832911194986,2.311157061826661,3.362737578091875,3.7876740342168738,0.0,0.2727272727272727
0.2421135586420342,1.1597941642216965,1.1597941642216965,2.2256218819867994,2.7678601413567487,4.128441190558317,0.1666666666666666,0.2727272727272727
0.2278547274707219,1.343471296091221,1.343471296091221,1.853492080138484,3.0782633851595222,4.716764441472588,0.3333333333333333,0.2727272727272727
0.5116558087996483,1.2719895011105056,1.2719895011105056,1.933340873492253,3.488230126625499,3.743283198547791,0.5,0.2727272727272727
0.2669425711174368,1.3475537199863958,1.3475537199863958,1.860181481661121,2.5793746420724752,4.748969215785016,0.6666666666666666,0.2727272727272727
0.4086921842462219,1.0667292987759214,1.0667292987759214,1.7261198356255072,2.9088202700302705,3.4088412282724287,0.8333333333333333,0.2727272727272727
0.2706231014653344,1.3013260243797014,1.3013260243797014,2.088809606250585,2.7347445717274144,4.1623286181880745,1.0,0.2727272727272727
0.522021569264276,1.1513889751494588,1.1513889751494588,2.1051454668233864,2.54465347620217,3.7580003075584174,0.0,0.2727272727272727
0.4258162505014997,1.110008011708721,1.110008011708721,2.1798703693795303,3.000166692103568,3.620966572588905,0.1666666666666666,0.2727272727272727
0.4973196033853618,1.4307674860601964,1.4307674860601964,2.3010354548702905,3.113157955889102,3.827280805463005,0.3333333333333333,0.2727272727272727
0.5267681447375963,1.0857289221446758,1.0857289221446758,1.953786103639888,3.0914695150245395,4.2794687602252255,0.5,0.2727272727272727
0.4139603194314425,1.0713444356746122,1.0713444356746122,1.9280846689719,3.52477988063346,3.44769125184658,0.6666666666666666,0.2727272727272727
0.2956307433658751,1.0289595851858,1.0289595851858,1.6038206585639585,2.784201932127613,4.098386950596161,0.8333333333333333,0.2727272727272727
0.2974624114017156,1.0212864345784676,1.0212864345784676,2.1244012354220434,3.2819643240119203,3.935266105763952,1.0,0.2727272727272727
0.2574212406625528,1.0096898763202002,1.0096898763202002,2.250349470659992,2.493663779849568,4.125663468255838,0.0,0.2727272727272727
0.3928158873315555,1.0631301567162896,1.0631301567162896,1.994482870497699,3.074677439799939,4.182455255459083,0.1666666666666666,0.2727272727272727
0.3102329824427335,1.4603474352130663,1.4603474352130663,1.9670167766253588,3.1705785094050363,4.3883470478948885,0.3333333333333333,0.2727272727272727
0.3431241999885371,1.04613476257797,1.04613476257797,1.8591004703220888,2.712066582682312,3.5171720465770924,0.5,0.2727272727272727
0.3159806468868807,1.0601181588194248,1.0601181588194248,2.041581974113551,3.35020039450572,4.051781074383835,0.6666666666666666,0.2727272727272727
0.1617795120646504,1.0481171779314185,1.0481171779314185,1.8893084274955656,3.169387328877765,3.924628417057904,0.8333333333333333,0.2727272727272727
0.6294939151366945,1.4297834138520833,1.4297834138520833,2.077763125917336,2.9417360753376727,3.559820853510098,1.0,0.2727272727272727
0.2745023212272892,1.4075007283192809,1.4075007283192809,1.9145847003352283,3.2094538359098723,4.5930987042918,0.0,0.2727272727272727
0.561218787612479,1.1899307341526455,1.1899307341526455,1.8284606503614016,2.6798338719730768,3.732606437709381,0.1666666666666666,0.3636363636363636
0.3072755669334964,1.1085242098726775,1.1085242098726775,1.6726537450553614,2.963753931873704,4.510911161171204,0.3333333333333333,0.3636363636363636
0.3239430296314693,1.0491796230253634,1.0491796230253634,1.95026492715993,3.010007380811914,4.158485600390764,0.5,0.3636363636363636
0.305159238102516,1.0953087291065768,1.0953087291065768,1.8203512044555776,2.787074504920912,3.753797805386247,0.6666666666666666,0.3636363636363636
0.2952902283896684,1.1841348988358176,1.1841348988358176,2.133533241095426,2.8409039084788,3.561780118620601,0.8333333333333333,0.3636363636363636
0.2808541734329328,1.1477984446243723,1.1477984446243723,2.1164825563347325,3.3906304157162577,4.323925555645068,1.0,0.3636363636363636
0.1239172382171445,1.3581039436862592,1.3581039436862592,1.73020364217742,2.768649118986022,4.099160507721302,0.0,0.3636363636363636
0.0490738971782281,1.0999307516473515,1.0999307516473515,1.7224930862638086,2.552576199085752,4.07964647000358,0.1666666666666666,0.3636363636363636
0.4045794088989932,1.3345190178368036,1.3345190178368036,2.012628030476571,2.9167733806629275,3.820918730849284,0.3333333333333333,0.3636363636363636
0.4313508969680759,1.4325318786554415,1.4325318786554415,1.7737141480743932,3.1274881155408822,3.794644836316775,0.5,0.3636363636363636
0.3306903501900922,1.4006313082393351,1.4006313082393351,2.2153271784294484,3.520605650650083,3.4360750330327656,0.6666666666666666,0.3636363636363636
0.1813766883824006,1.4839508393942444,1.4839508393942444,2.2194419487770327,2.814829267875872,3.289251234019678,0.8333333333333333,0.3636363636363636
0.1510025218271783,1.215217471211656,1.215217471211656,1.6793142875696696,2.6362665678635686,4.073713729343374,1.0,0.3636363636363636
0.111478134612078,1.1146067724036963,1.1146067724036963,1.9429654693858769,2.5295751465038,3.5918470590052647,0.0,0.3636363636363636
0.1782478077297823,1.1544341478102578,1.1544341478102578,1.7105974961248929,3.02399302700465,4.689440660779575,0.1666666666666666,0.3636363636363636
0.2966141604417018,1.299761780047351,1.299761780047351,1.884176773602133,3.4103422968145507,3.519773433413587,0.3333333333333333,0.3636363636363636
0.2621807118430353,1.459668448990019,1.459668448990019,2.162843443278156,3.192423723309852,4.350196532793186,0.5,0.3636363636363636
0.2749899700055403,1.4577492028684786,1.4577492028684786,2.0597519650789886,3.371367546503426,4.585335214954652,0.6666666666666666,0.3636363636363636
0.2781675677741054,1.030382892161599,1.030382892161599,2.1580887486787583,3.4151730724334177,4.43299166550875,0.8333333333333333,0.3636363636363636
0.2164138471237797,1.320135854912742,1.320135854912742,1.7326393369568445,2.762853051113769,4.057542099235537,1.0,0.3636363636363636
0.3386867175523952,1.214740294128153,1.214740294128153,1.93343630754483,2.439957974789829,3.785805390175333,0.0,0.3636363636363636
0.2687761496284126,1.428215407028707,1.428215407028707,1.856748772140796,2.697670293545497,3.62846324960856,0.1666666666666666,0.3636363636363636
0.3719489712091396,1.485470247639521,1.485470247639521,2.2696974345191565,3.315333683692004,4.177326169640038,0.3333333333333333,0.3636363636363636
0.3849850982939456,1.3279805324729896,1.3279805324729896,2.19270900630886,3.345680304756687,4.4986516032045145,0.5,0.3636363636363636
0.4083535525285137,1.0556771061620969,1.0556771061620969,1.805346012007917,2.8049045531356773,3.804463094263437,0.6666666666666666,0.3636363636363636
0.384594883747588,1.1412867019082598,1.1412867019082598,2.324117966210966,3.0499011760720443,3.833145544749663,0.8333333333333333,0.3636363636363636
0.2037660241101961,1.4957567575036588,1.4957567575036588,2.2533586735740494,3.076443371755412,4.491393478401061,1.0,0.3636363636363636
0.3416345070018913,1.330507231125858,1.330507231125858,1.831893233369276,2.9507616745415195,4.135903886094531,0.0,0.3636363636363636
0.1791132529660126,1.4756420567163273,1.4756420567163273,2.3390996511441733,3.174302201324291,3.8633081164305336,0.1666666666666666,0.3636363636363636
0.2632873545650803,1.1050935167902676,1.1050935167902676,2.230583707664174,3.293643187811591,4.164238396120971,0.3333333333333333,0.3636363636363636
0.2375274630800679,1.210259118420277,1.210259118420277,1.8999620614403456,3.1771486257706,3.37839456263663,0.5,0.3636363636363636
0.234097682593661,1.458074203637015,1.458074203637015,2.34584976864063,2.9723320776857425,3.4875576471268084,0.6666666666666666,0.4545454545454545
0.2558436658196893,1.0404186357837362,1.0404186357837362,1.6547410903323525,2.473837696397174,3.5115591654222227,0.8333333333333333,0.4545454545454545
