actual,1-day ahead,2-day ahead,3-day ahead,4-day ahead,5-day ahead,6-day ahead
0.27545340705288063,0.26796623945236206,0.2651558655500412,0.26642102420330048,0.2967102813720703,0.2901355719566345,0.26186869621276855
0.19702512973437614,0.1978204298019409,0.1991094696521759,0.19167691946029663,0.1967624366283417,0.18678011894226074,0.1972273921966553
0.20865169990059884,0.26885971546173096,0.2690114092826843,0.2079784405231476,0.2077351236343384,0.2646619474887848,0.2669625973701477
0.3917646528212584,0.3885290312767029,0.38204928159713745,0.38008513927459717,0.39578638195991516,0.3892275857925415,0.39807745456695557
0.33855808244279123,0.3240085256099701,0.3972809398174286,0.39523382782936096,0.39098010182380676,0.32450546741485596,0.39365756154060364
0.24349073022678308,0.2305169343948364,0.2925244188308716,0.2332372999191284,0.2946218752861023,0.29201745986938477,0.29211142659187317
0.32192342930316625,0.38225269079208374,0.38363152503967285,0.31740511417388916,0.31706825733184814,0.3870653259754181,0.31908327102661133
0.31270273759873785,0.3095238709449768,0.3707365870475769,0.3739270341396332,0.3026882994174957,0.3721410882472992,0.3044521391391754
0.35030580877489,0.39439262866973877,0.34873372435569763,0.3435469675064087,0.342886278629303,0.34197792291641235,0.390531884431839
0.2791243504437676,0.2910310924053192,0.2610590171813965,0.29310107231140137,0.2654026460647583,0.2966148555278778,0.2669241142272949
0.25283876855811777,0.24615633606910706,0.24539297938346863,0.24970099449157715,0.29656941652297974,0.24093849658966064,0.2416789948940277
0.30036559094140985,0.3668906247615814,0.36497734546661377,0.3677221095561981,0.3030237638950348,0.3668052613735199,0.3089228653907776
0.31341066103511583,0.30160135865211487,0.30007992029190063,0.3788480317592621,0.3741868996620178,0.3042492365837097,0.3749090003967285
0.32747008238619274,0.316282998919487,0.3828621393442154,0.38578082025051117,0.3197464323043823,0.38579960227012634,0.3178013050556183
0.2431091325218523,0.2390588045120239,0.2391772389411926,0.29228760838508606,0.234020117521286,0.2977707600593567,0.23583346009254456
0.16854635594089698,0.15618126153945923,0.1565686023235321,0.15326560139656067,0.1936829435825348,0.1901220631599426,0.15903699040412903
