2024-04-05 05:17:39,615 - INFO - Running on host: Francks-MacBook-Pro.local
2024-04-05 05:17:39,615 - INFO - Tuning on CPU server
2024-04-05 05:17:39,615 - INFO - CPU Name: i386
2024-04-05 05:17:39,615 - INFO - CPU Cores: 8
2024-04-05 05:17:39,615 - INFO - CURRENT PATH IS: /Users/messou/PycharmProjects/TimeSeriesForecasting/src
2024-04-05 05:17:39,615 - INFO - model_group: 2 |||| model_types: ['CNN-LSTM-based', 'CNN-GRU-based']
2024-04-05 05:17:39,615 - INFO - Tuning with series_type=electricity | look_back=14 | forecast_period=1
2024-04-05 05:18:49,013 - INFO - Running on host: Francks-MacBook-Pro.local
2024-04-05 05:18:49,013 - INFO - Tuning on CPU server
2024-04-05 05:18:49,013 - INFO - CPU Name: i386
2024-04-05 05:18:49,013 - INFO - CPU Cores: 8
2024-04-05 05:18:49,013 - INFO - CURRENT PATH IS: /Users/messou/PycharmProjects/TimeSeriesForecasting/src
2024-04-05 05:18:49,013 - INFO - model_group: 2 |||| model_types: ['CNN-LSTM-based', 'CNN-GRU-based']
2024-04-05 05:18:49,013 - INFO - Tuning with series_type=electricity | look_back=14 | forecast_period=1
2024-04-05 05:19:05,662 - INFO - Epoch [1/5], Train Loss: 0.0082, Validation Loss: 0.0010
2024-04-05 05:19:06,080 - INFO - Epoch [2/5], Train Loss: 0.0077, Validation Loss: 0.0004
2024-04-05 05:19:06,454 - INFO - Epoch [3/5], Train Loss: 0.0074, Validation Loss: 0.0001
2024-04-05 05:19:06,840 - INFO - Epoch [4/5], Train Loss: 0.0071, Validation Loss: 0.0001
2024-04-05 05:19:07,223 - INFO - Epoch [5/5], Train Loss: 0.0069, Validation Loss: 0.0001
2024-04-05 05:19:08,550 - INFO - Epoch [1/5], Train Loss: 0.0050, Validation Loss: 0.0005
2024-04-05 05:19:09,842 - INFO - Epoch [2/5], Train Loss: 0.0046, Validation Loss: 0.0003
2024-04-05 05:19:11,214 - INFO - Epoch [3/5], Train Loss: 0.0044, Validation Loss: 0.0003
2024-04-05 05:19:12,547 - INFO - Epoch [4/5], Train Loss: 0.0042, Validation Loss: 0.0003
2024-04-05 05:19:13,764 - INFO - Epoch [5/5], Train Loss: 0.0041, Validation Loss: 0.0003
2024-04-05 05:19:14,519 - INFO - Epoch [1/5], Train Loss: 0.0158, Validation Loss: 0.0004
2024-04-05 05:19:15,230 - INFO - Epoch [2/5], Train Loss: 0.0113, Validation Loss: 0.0005
2024-04-05 05:19:16,000 - INFO - Epoch [3/5], Train Loss: 0.0084, Validation Loss: 0.0006
2024-04-05 05:19:16,768 - INFO - Epoch [4/5], Train Loss: 0.0068, Validation Loss: 0.0006
2024-04-05 05:19:17,514 - INFO - Epoch [5/5], Train Loss: 0.0058, Validation Loss: 0.0008
2024-04-05 05:19:18,286 - INFO - Epoch [1/5], Train Loss: 0.0117, Validation Loss: 0.0005
2024-04-05 05:19:19,035 - INFO - Epoch [2/5], Train Loss: 0.0079, Validation Loss: 0.0002
2024-04-05 05:19:19,919 - INFO - Epoch [3/5], Train Loss: 0.0052, Validation Loss: 0.0002
2024-04-05 05:19:20,629 - INFO - Epoch [4/5], Train Loss: 0.0034, Validation Loss: 0.0002
2024-04-05 05:19:21,324 - INFO - Epoch [5/5], Train Loss: 0.0025, Validation Loss: 0.0002
2024-04-05 05:19:21,927 - INFO - Epoch [1/5], Train Loss: 0.0096, Validation Loss: 0.0008
2024-04-05 05:19:22,458 - INFO - Epoch [2/5], Train Loss: 0.0089, Validation Loss: 0.0002
2024-04-05 05:19:22,954 - INFO - Epoch [3/5], Train Loss: 0.0087, Validation Loss: 0.0001
2024-04-05 05:19:23,488 - INFO - Epoch [4/5], Train Loss: 0.0085, Validation Loss: 0.0001
2024-04-05 05:19:24,073 - INFO - Epoch [5/5], Train Loss: 0.0084, Validation Loss: 0.0002
2024-04-05 05:19:24,075 - INFO - Best trial:
2024-04-05 05:19:24,075 - INFO - {'lr': 0.0001, 'optimizer': 'Adam', 'l1_regularizer': 0.0001, 'l2_regularizer': 1e-05, 'min_delta': 1e-07, 'patience': 40, 'batch_size': 64, 'filters': 96, 'num_cnn_layers': 3, 'num_lstm_layers': 1, 'lstm_units': 100, 'dropout': 0.1, 'activation': 'ReLU'}
2024-04-05 05:19:24,076 - INFO - Tuning with series_type=electricity | look_back=14 | forecast_period=3
2024-04-05 05:19:41,874 - INFO - Epoch [1/5], Train Loss: 0.0429, Validation Loss: 0.0026
2024-04-05 05:19:43,132 - INFO - Epoch [2/5], Train Loss: 0.0398, Validation Loss: 0.0014
2024-04-05 05:19:44,504 - INFO - Epoch [3/5], Train Loss: 0.0371, Validation Loss: 0.0013
2024-04-05 05:19:46,119 - INFO - Epoch [4/5], Train Loss: 0.0349, Validation Loss: 0.0013
2024-04-05 05:19:47,331 - INFO - Epoch [5/5], Train Loss: 0.0328, Validation Loss: 0.0013
2024-04-05 05:19:48,229 - INFO - Epoch [1/5], Train Loss: 0.0130, Validation Loss: 0.0006
2024-04-05 05:19:49,545 - INFO - Epoch [2/5], Train Loss: 0.0051, Validation Loss: 0.0003
2024-04-05 05:19:50,459 - INFO - Epoch [3/5], Train Loss: 0.0033, Validation Loss: 0.0003
2024-04-05 05:19:51,396 - INFO - Epoch [4/5], Train Loss: 0.0025, Validation Loss: 0.0003
2024-04-05 05:19:52,230 - INFO - Epoch [5/5], Train Loss: 0.0020, Validation Loss: 0.0003
2024-04-05 05:19:53,419 - INFO - Epoch [1/5], Train Loss: 0.0024, Validation Loss: 0.0007
