actual,1-day ahead,2-day ahead,3-day ahead,4-day ahead,5-day ahead,6-day ahead,7-day ahead
0.4771058212177367,0.491885067820549,0.46075942873954773,0.46007311642169952,0.49973114132881165,0.4958230447769165,0.49483365774154663,0.4995691168308258
0.1052098656935979,0.10344876408576965,0.10500194191932678,0.10290208101272583,0.1726065218448639,0.10263760566711426,0.1726063919067383,0.17667813420295715
0.072876029268479,0.09356601357460022,0.06610325872898102,0.09840645670890808,0.06189517080783844,0.06754950046539307,0.06162153542041779,0.0940956848859787
0.001585216743404,0.00779299199581146,0.0068714988231659,0.00351806700229645,0.00643392622470856,0.07659815192222595,0.07295243382453918,0.07729476630687714
0.0759748199377184,0.06750077486038208,0.09786243557929993,0.067638977766037,0.09198177218437195,0.0697803097963333,0.09851818144321442,0.09490480422973633
0.1375465678314196,0.19399180054664612,0.190346360206604,0.12226860463619232,0.12228911399841309,0.12363762974739075,0.19788885653018951,0.19826813578605652
0.1945169363620732,0.1982049822807312,0.1843739926815033,0.1937518447637558,0.18432978332042694,0.1988123369216919,0.18892496526241302,0.19939419209957123
0.0,0.0096625393629074,0.00908866047859192,0.0079616016149521,0.0049478131532669,0.00552975356578827,0.00529975414276123,0.00617996037006378
0.1026612918632863,0.10372022151947021,0.10203729391098022,0.17182319402694702,0.10117725431919098,0.17960327446460724,0.17949409365653992,0.10680503964424133
0.0664181456928337,0.09640392303466797,0.0913907253742218,0.0532738447189331,0.05804291129112244,0.05643943667411804,0.05524718940258026,0.09105603456497192
0.3312400894102362,0.39695412814617157,0.39189339578151703,0.3206146377325058,0.3975339812040329,0.3966585773229599,0.32031245589256287,0.39161024808883667
0.2406625527768756,0.2398385810852051,0.29067126750946045,0.2359517365694046,0.29475332975387573,0.23794767558574677,0.2345475137233734,0.23962745368480682
0.1412041724776952,0.1319391679763794,0.19186753273010254,0.19281664192676544,0.19185696244239807,0.19473829567432404,0.13758173525333405,0.131603901386261
0.2153468467607893,0.20349501192569733,0.20166963458061218,0.28023400247097015,0.28189986288547516,0.20005123138427734,0.2821312654018402,0.2021243619918823
0.2533223162600538,0.2416818869113922,0.24611974000930786,0.29508785367012024,0.24748091101646423,0.242401065826416,0.2985455894470215,0.24620927572250366
0.236013225074671,0.22367234468460083,0.29616591453552246,0.22269506573677063,0.2237576162815094,0.2981044614315033,0.29850510358810425,0.22085439085960388
0.1912352176986416,0.1934947121143341,0.19779051780700684,0.199609432220459,0.1934220218658447,0.19497400104999542,0.19220244467258453,0.19076179087162018
0.1646700609441568,0.1945835590362549,0.15967970609664917,0.15572550415992737,0.1505485725402832,0.1593964147567749,0.1545037579536438,0.15829866647720337
0.5034063771660011,0.57932817816734314,0.5016030490398407,0.50976784229278564,0.5743009042739868,0.5023907744884491,0.5037298822402954,0.5061863589286804
0.2269888046157079,0.2978226351737976,0.2165651559829712,0.217597815990448,0.2933283042907715,0.2983235341310501,0.21317344903945923,0.21146543860435486
0.3344501652560991,0.32146682381629944,0.3925991630554199,0.32357606291770935,0.320682772397995,0.3951426100730896,0.3291044020652771,0.39034754753112793
0.1439452266778748,0.13740880966186523,0.19152350664138794,0.13032387375831604,0.1958266544342041,0.19116617798805237,0.1359237611293793,0.1915297067165375
0.4323706130714708,0.4929204225540161,0.49575939178466797,0.4938875877857208,0.497333779335022,0.49909292101860046,0.49370148181915283,0.4962463915348053
0.1058302924937431,0.1095248031616211,0.17901750802993774,0.1798062860965729,0.177046639919281,0.175857754945755,0.10500747442245483,0.1780732148885727
0.2734888141680836,0.2935403871536255,0.2999624693393707,0.26943535566329956,0.26455462396144867,0.29474249243736267,0.26932343184947968,0.26212022125720978
0.2271932254551706,0.2980934000015259,0.29050042390823364,0.2958910369873047,0.2938918161392212,0.29521225035190582,0.29535644352436066,0.29915224611759186
0.216772488380056,0.207041015625,0.2096482217311859,0.28044586598873138,0.2807655256986618,0.20988815069198608,0.28024931013584137,0.2803212583065033
0.2033495405307299,0.27040049612522125,0.20888968229293823,0.2725916576385498,0.2061173915863037,0.27446462094783783,0.20451969146728516,0.2062941324710846
0.2989540148634965,0.28944135665893555,0.2886212754249573,0.2978651201725006,0.28361592650413513,0.28536845326423645,0.2931313228607178,0.29350786447525024
0.116394742372428,0.1884738540649414,0.1879296636581421,0.10200581669807434,0.18842689514160156,0.18718984961509705,0.10353144526481628,0.1803077632188797
0.1365894197887014,0.1208635354042053,0.19732701301574707,0.1267201578617096,0.1214465069770813,0.1911963748931885,0.1924275481700897,0.1999289119243622
0.3249885371491889,0.3103801989555359,0.39176562905311584,0.3169375729560852,0.39331130504608154,0.31383905827999115,0.39980050086975098,0.39570709764957428
0.1503295569608161,0.19870261549949646,0.14373744428157806,0.19317768216133118,0.14996200621128082,0.14938558876514435,0.19566479325294495,0.1439794623851776
0.1744555145864776,0.16509531259536743,0.1972310310602188,0.19066416382789612,0.16148793935775757,0.19766380965709686,0.1984365689754486,0.19640573978424072
0.2471567353800889,0.2959085702896118,0.2371173024177551,0.231479070186615,0.2321130442619324,0.2398542857170105,0.2384151017665863,0.29342113196849823
0.270529965802495,0.29746347546577454,0.29769785046577454,0.2957837164402008,0.26373781144618988,0.29814773440361023,0.26885648787021637,0.29934719800949097
0.4037531284030337,0.4070304787158966,0.40980758786201477,0.4067699062824249,0.4790462267398834,0.47927748203277588,0.4777185821533203,0.47136555194854736
0.1327345585847199,0.12304641664028168,0.1988242769241333,0.1953070867061615,0.19163475513458252,0.12135257720947266,0.19059117257595062,0.12735255002975464
0.1975593680148252,0.18379746794700623,0.19364781022071838,0.1855214524269104,0.18435028612613678,0.18058013379573822,0.1915647578239441,0.18367848753929138
0.1315949601665934,0.19545876562595367,0.19658974885940552,0.19793883085250854,0.12229392290115356,0.19805498003959656,0.12421052515506744,0.12970338702201843
0.2124711040635806,0.20325766623020172,0.20681231796741486,0.2880905842781067,0.200462908744812,0.28325987696647644,0.20439343810081482,0.2834487843513489
0.260573047016793,0.29346315324306488,0.25453446686267853,0.2590716916322708,0.2553488612174988,0.25811384201049805,0.2561979007720947,0.2991309356689453
0.2683138146457024,0.2580548906326294,0.25737868547439575,0.25547306537628174,0.29845132112503052,0.25781680524349213,0.25417688369750977,0.29388407588005066
0.2628498557591273,0.25636770486831665,0.251928768157959,0.256674747467041,0.29498286306858063,0.2544126582145691,0.29462240159511566,0.29445560336112976
0.1558919053168522,0.19135770440101624,0.14757292866706848,0.19335935711860657,0.19938954293727875,0.19275757253170013,0.19601039171218872,0.14640337586402893
0.2045206617885867,0.27751685857772827,0.20042693078517914,0.20021666049957275,0.2038071495294571,0.27228938221931458,0.20600608944892883,0.27070799231529236
0.1447786714555909,0.13720045268535614,0.19565620064735413,0.1341938954591751,0.19347653329372406,0.19908587217330933,0.19230669856071472,0.13580688774585724
0.2656458361194428,0.29335228323936462,0.29593813598155975,0.29802614629268646,0.29470377385616302,0.29062368273735046,0.29289172887802124,0.2903606677055359
0.1639130351718472,0.19323423087596893,0.19576441287994385,0.15760378777980804,0.1529251277446747,0.154514456987381,0.1554665720462799,0.1563115668296814
0.1582479987772959,0.1482854574918747,0.19435000121593475,0.1991012120246887,0.1413503050804138,0.19488696694374084,0.1478466546535492,0.1485179615020752
0.1705791605372256,0.19199360966682434,0.19610212802886963,0.1990963578224182,0.19279595851898193,0.1649605202674866,0.19423303484916687,0.19895012617111206
0.1664191009304013,0.1915110683441162,0.15878081798553467,0.1567726480960846,0.15927501916885376,0.15611157178878784,0.19009454250335693,0.1522711455821991
0.1971677206121162,0.1967808574438095,0.19560727179050446,0.1821172761917114,0.19497564136981964,0.1814002227783203,0.19030208706855774,0.19687697649002075
0.1721820491756299,0.16011598110198975,0.1611244320869446,0.16983432054519653,0.16713585138320923,0.1967298460006714,0.19184590101242065,0.16092233657836914
0.2313606502363321,0.2958182692527771,0.2236347723007202,0.29579453706741333,0.29065372705459595,0.2952142381668091,0.22865312814712524,0.22354292392730713
0.3198684637869438,0.38084822297096252,0.3067376184463501,0.38422460794448853,0.3091183888912201,0.30002763867378235,0.38752832651138306,0.3879038155078888
0.1716604894637296,0.16571221351623535,0.1910785186290741,0.1957318329811096,0.1676260185241699,0.1699562704563141,0.16438940942287445,0.1994987440109253
0.4584939724509485,0.4906671166419983,0.44426989912986755,0.4487818706035614,0.44818248510360718,0.4498356580734253,0.49424748420715332,0.44981659948825836
0.4797456202357525,0.49344215869903564,0.46983574986457825,0.49646913051605225,0.49295459151268005,0.4944573873281479,0.46281147420406342,0.4634393548965454
0.151679307643811,0.1960956299304962,0.19231720209121704,0.19666867852211,0.194579256772995,0.1462315857410431,0.14389030992984772,0.1938398152589798
0.2638543611767188,0.2976272690296173,0.29908204913139343,0.25414920806884766,0.29942391991615295,0.25412117660045624,0.25654824256896973,0.25140609562397003
0.2039393997287125,0.2043796110153198,0.27448517084121704,0.2766727805137634,0.2026668906211853,0.2704051423072815,0.2048737269639969,0.2035000443458557
0.3370063809869514,0.3987710738182068,0.39027042865753174,0.39139612197875977,0.39902459144592285,0.32315205454826355,0.3236328458786011,0.3906241536140442
0.2013316011692107,0.20179627001285553,0.27559255361557007,0.20212164103984833,0.2754412591457367,0.2713541603088379,0.2091028141975403,0.20930296540260315
0.2617427354182985,0.2555779206752777,0.25582826018333435,0.25987597227096558,0.29294590950012207,0.29004521131515503,0.29544922709465027,0.29690844893455505
0.2667180902890548,0.2558364176750183,0.2936875808238983,0.2581591320037842,0.2932072401046753,0.25333438873291016,0.2992014229297638,0.29243645429611206
0.1599256149252012,0.1464164924621582,0.14819849252700806,0.1959278440475464,0.1455375921726227,0.1482265257835388,0.19753939270973206,0.14672250151634216
0.4252817950824369,0.41266451835632324,0.49639267921447754,0.4118771004676819,0.41318458676338196,0.49057045996189117,0.41546845138072968,0.4935393524169922
0.5529182507689663,0.5469270873069763,0.5484597110748291,0.54573074102401733,0.541380215883255,0.54304117560386658,0.59123331665992737,0.54298600614070892
0.4735867260187609,0.498535737991333,0.4629614520072937,0.49488319396972656,0.46329182744026184,0.4905901849269867,0.46357276618480682,0.46127890169620514
0.5062878512886155,0.5063946771621704,0.50630009412765503,0.5061989140510559,0.57331051111221313,0.50585318326950073,0.50207786977291107,0.50418394029140472
0.3460023307796648,0.3390272653102875,0.33710015773773193,0.3383513879776001,0.3336321496963501,0.3942075526714325,0.33140177369117737,0.3353191304206848
0.293051124314617,0.2914774775505066,0.29569810688495636,0.29066169440746307,0.2909999084472656,0.2897920620441437,0.2984568190574646,0.2803167414665222
0.1764701106165103,0.16171642541885376,0.1955421197414398,0.1920221185684204,0.1990103852748871,0.1912542521953583,0.19135499358177185,0.19005550384521484
0.1830698469709416,0.19431212544441223,0.19426636397838593,0.17472988486289978,0.1787722909450531,0.1729176652431488,0.1771281373500824,0.17432333767414093
0.1587289608925739,0.19621070802211761,0.19950651168823242,0.19295519173145294,0.19555428206920624,0.14761450707912445,0.19684752941131592,0.14811446130275726
0.2785071547293812,0.29366796135902405,0.26762837171554565,0.29581844687461853,0.2940153169631958,0.2615075612068176,0.29199336886405945,0.2908094024658203
0.1690823032688229,0.190548996925354,0.1544648826122284,0.19453038811683655,0.15681178033351898,0.19424884021282196,0.19096747040748596,0.19159943401813507
0.1706412509791184,0.19309597790241241,0.19647086203098297,0.1918383890390396,0.1627719509601593,0.19829602420330048,0.1656733602285385,0.1995843094587326
