actual,1-day ahead,2-day ahead
0.0759748199377184,0.09498605489730835,0.0720344626903534
0.1375465678314196,0.15966529726982117,0.1541788387298584
0.1945169363620732,0.19720816493034363,0.19056473553180695
0.0,0.00514045000076294,0.00775488317012787
0.1026612918632863,0.10138626337051392,0.12015859603881836
0.0664181456928337,0.08077714443206787,0.0687725806236267
0.3312400894102362,0.3355054831504822,0.35676647901535034
0.2406625527768756,0.26406017780303955,0.24711753845214844
0.1412041724776952,0.14437140882015228,0.14359349370002747
0.2153468467607893,0.2311699104309082,0.23753512024879456
0.2533223162600538,0.2524217486381531,0.25612751841545105
0.236013225074671,0.25518272638320923,0.23867567777633667
0.1912352176986416,0.19192370414733887,0.19934048891067505
0.1646700609441568,0.1891381812095642,0.16194491386413574
0.5034063771660011,0.52934780716896057,0.52671189069747925
0.2269888046157079,0.2448271942138672,0.24615554213523865
0.3344501652560991,0.3572234797477722,0.3589889192581177
0.1439452266778748,0.16691853165626526,0.1451379418373108
0.4323706130714708,0.4324712800979614,0.4325563454627991
0.1058302924937431,0.10144362688064575,0.12360089778900146
0.2734888141680836,0.2949349784851074,0.27201510548591614
0.2271932254551706,0.2208564931154251,0.22174342513084412
0.216772488380056,0.2127545040845871,0.23833248019218445
0.2033495405307299,0.2095425248146057,0.2226744210720062
0.2989540148634965,0.299215931892395,0.2945122218132019
0.116394742372428,0.11987704038619995,0.11813887000083923
0.1365894197887014,0.15476078748703003,0.1340929579734802
0.3249885371491889,0.349948935508728,0.3231000745296478
0.1503295569608161,0.17246057987213135,0.15909250020980835
0.1744555145864776,0.19602288246154785,0.1760591423511505
0.2471567353800889,0.26729586124420166,0.24950811743736267
0.270529965802495,0.2983005142211914,0.29612127900123596
0.4037531284030337,0.4036013150215149,0.403040167093277
0.1327345585847199,0.15124380111694336,0.1326586163043976
0.1975593680148252,0.19013001561164856,0.19420203566551208
0.1315949601665934,0.1592161512374878,0.13614736676216125
0.2124711040635806,0.2333172392845154,0.23747379899024963
0.260573047016793,0.2693575954437256,0.28918956995010376
0.2683138146457024,0.26445189237594604,0.2620517921447754
0.2628498557591273,0.262365083694458,0.26632683515548706
0.1558919053168522,0.17442453384399414,0.17930285573005676
0.2045206617885867,0.20186916530132294,0.22070758998394012
0.1447786714555909,0.16543652057647705,0.1693864405155182
0.2656458361194428,0.2886961102485657,0.26838289737701416
0.1639130351718472,0.180847373008728,0.16314061164855957
0.1582479987772959,0.1538645386695862,0.15614368081092834
0.1705791605372256,0.170217502117157,0.1745405972003937
0.1664191009304013,0.1643050003051758,0.16139729738235474
0.1971677206121162,0.1986839818954468,0.19110740780830383
0.1721820491756299,0.1777552318572998,0.19641799211502075
0.2313606502363321,0.25099572002887726,0.2388884723186493
0.3198684637869438,0.33576526403427124,0.31099244236946106
0.1716604894637296,0.17507275581359863,0.1999137556552887
0.4584939724509485,0.4762186670303345,0.4746002721786499
0.4797456202357525,0.499072687625885,0.4998067092895508
0.151679307643811,0.17587599515914917,0.1532982635498047
0.2638543611767188,0.26350213289260864,0.2870648419857025
0.2039393997287125,0.2295326638221741,0.2067569649219513
0.3370063809869514,0.3543862187862396,0.33911770462989807
0.2013316011692107,0.2081129193305969,0.22206979393959045
0.2617427354182985,0.26915056705474854,0.28290180563926697
0.2667180902890548,0.26373433232307434,0.2665346884727478
0.1599256149252012,0.17633979082107544,0.173321830034256
0.4252817950824369,0.42753501415252686,0.4224457919597626
0.5529182507689663,0.57691871404647827,0.5713693332672119
0.4735867260187609,0.47092005252838135,0.4999469769001007
0.5062878512886155,0.5059403920173645,0.5297758114337921
0.3460023307796648,0.36887823581695557,0.3680226397514343
0.293051124314617,0.2968468475341797,0.29453044176101685
0.1764701106165103,0.1755405926704407,0.1773212516307831
0.1830698469709416,0.19478760600090027,0.1943085741996765
0.1587289608925739,0.15865731954574585,0.17461992025375366
0.2785071547293812,0.2734562873840332,0.27239713311195374
0.1690823032688229,0.16135788440704346,0.1694214391708374
0.1706412509791184,0.1999228239059448,0.19642858147621155
0.3388031828515751,0.33153836727142334,0.334087290763855
0.1960171369619624,0.19620986104011536,0.1903287410736084
0.1600142330397569,0.18180464029312134,0.1831222903728485
0.2880389724299699,0.2818642461299896,0.29823286294937134
0.1536431776422491,0.17792125940322876,0.15527254819869995
0.1863081023250482,0.18354676485061646,0.1821789574623108
0.2838383355940622,0.28995548009872437,0.2909625804424286
0.4239702539021454,0.44995060205459595,0.4267770230770111
0.2691334084786885,0.2607104730606079,0.2811456871032715
0.2655541333129549,0.26914966464042664,0.26670159339904785
0.1783294805418107,0.17925785541534424,0.1964316511154175
0.3204506810843856,0.34035550355911255,0.32847611904144287
0.1869027377108686,0.19780330181121826,0.19637452840805054
0.1825267944137706,0.19319257497787476,0.1882036256790161
0.2412495462621554,0.26747651278972626,0.2698400104045868
0.2564297040674015,0.2768003439903259,0.2591850757598877
0.219049825191525,0.23947336077690125,0.23317986607551575
0.1855033146743595,0.19511797606945038,0.19312290966510773
0.17834954053073,0.17469531953334808,0.19824106574058533
0.1702448273885715,0.17193517744541168,0.19368956565856934
0.1508706990428519,0.17020909309387207,0.17013495445251465
0.3116596297499187,0.31885861992835999,0.31984639763832092
0.2445026077985594,0.2494669246673584,0.2644455909729004
0.2038844735685764,0.20541168451309204,0.22468201398849487
0.2068519190722732,0.226532838344574,0.2243308436870575
0.2416550446095943,0.26393440783023834,0.24141264915466309
0.2289522954358748,0.2446774137020111,0.24393150091171265
0.1425935655197447,0.16556751430034637,0.16577692985534668
0.261498672219781,0.2654997330904007,0.28779334425926208
0.1906959860917409,0.19850811898708344,0.19544448494911194
0.1609880977399079,0.1850018262863159,0.16699270009994507
0.1437580001146284,0.1474643015861511,0.1691828715801239
0.291484057084997,0.2922807240486145,0.2941488718986511
0.2126468677760158,0.2194931125640869,0.21781349301338196
0.2271602697590891,0.2242763787508011,0.24743685007095337
0.2683983531704334,0.26128773272037506,0.26982150316238403
0.2599220526144852,0.2720901346206665,0.27500441431999207
0.2283786752765412,0.2486281841993332,0.2417433774471283
0.1968343427010297,0.19457834243774414,0.19751179575920105
0.1492023766310681,0.16418445467948914,0.1411493968963623
0.2099000821504307,0.20333757162094116,0.22872504711151123
0.3690335861528762,0.36473094940185547,0.36078647255897522
0.1814775902875774,0.18396669209003448,0.19821155071258545
0.32810643256978,0.32683200657367706,0.3410087275505066
0.2207582675811473,0.22089293003082275,0.2459217154979706
0.3572550293257933,0.3556244158744812,0.3757320034503937
0.3357937068949047,0.33399401903152466,0.35304068326950073
0.2832981487495939,0.29958944439888,0.2870893681049347
0.3502937355520317,0.37638753056526184,0.37487351298332214
0.3400163345624056,0.34560781240463257,0.3469180417060852
0.3482485719198364,0.3611686682701111,0.34349109411239624
0.4198178361958618,0.4196171808242798,0.43253857493400574
0.3227738188487476,0.326937997341156,0.34906339049339294
0.4072550293257933,0.4002237629890442,0.42548675417900085
0.4394828343809104,0.4595559501647949,0.45347816467285156
0.6969212693196798,0.69827481031417847,0.69830129384994507
0.6521817626043596,0.6714923620223999,0.6588206136226654
0.4920113482223028,0.4946259307861328,0.4915627694129944
0.536175801921938,0.5305650925636292,0.5328377985954285
0.6774200943774715,0.6799384880065918,0.6767833352088928
0.4189652866667939,0.4190167307853699,0.4313887560367584
0.5604082685363849,0.5623440980911255,0.58783393383026123
0.4494263798406663,0.46674840450286865,0.4425209450721741
0.4032654796247826,0.4027522301673889,0.4246943688392639
0.5790201173031733,0.59644028902053833,0.5938025665283203
0.3652947863133561,0.3840985417366028,0.36413280606269836
0.5062090441892899,0.5081632614135742,0.5206654357910156
0.2974070076227957,0.29494826555252075,0.2969231867790222
0.4576170643639073,0.4705040121078491,0.47622368335723877
0.3883941750443769,0.3937837076187134,0.3852868866920471
0.3900583650153792,0.3939684009552002,0.39343952894210815
0.3827355138222876,0.3852652144432068,0.39781328439712524
0.4931905889994841,0.4961481475830078,0.4927727282047272
0.567391532774201,0.5602338790893555,0.5830903625488281
0.5414692509026995,0.5631143927574158,0.5403996896743774
0.5593785224385304,0.5559630036354065,0.55915319204330444
0.6328802323137763,0.6550166916847229,0.65370506048202515
1.0,0.00308395624160767,0.0066199815273285
0.6205629214985766,0.62076972484588623,0.6271264111995697
0.521478516707105,0.52200669050216675,0.524886816740036
0.5202247673996523,0.5262113666534424,0.54468027114868164
0.6305633035936036,0.6300172519683838,0.63728846073150635
0.5200537798750549,0.5413577103614807,0.5289039647579193
0.6578916951645875,0.67490294456481934,0.6514149594306946
0.5646633742811837,0.5667277264595032,0.58725363850593567
0.4962511701660202,0.4991390371322632,0.4957523024082184
0.6361332938501805,0.65904520988464355,0.6378417634963989
0.6312718603982732,0.63752500534057617,0.65461987495422363
0.7032358672601875,0.72778101682662964,0.7221338939666748
0.5661783810633705,0.58339370489120483,0.58683323860168457
0.8470951225569798,0.86987394094467163,0.86579403162002563
0.3218295665131918,0.3435450702905655,0.3211985993385315
0.3269730431958428,0.3465308213233948,0.3432567405700684
0.5255573811206846,0.5413063859939575,0.5430606126785278
0.7880084251953461,0.782947154045105,0.7888140797615051
0.4403755038878168,0.4680708885192871,0.4418633937835693
0.4934494583802991,0.4929689478874207,0.4980107951164246
0.5893151901877998,0.5915818476676941,0.580200092792511
0.6881177998968344,0.6908955478668213,0.699642858505249
0.8436209235236802,0.84516658782958984,0.8422712540626526
0.6173877118239306,0.63362513065338135,0.6386781847476959
0.6490820166975526,0.6404600763320923,0.6637024688720703
0.7260235370536652,0.74485286712646484,0.7206359076499939
0.5545746327111551,0.571401150226593,0.5516343319416046
0.6262293907494794,0.641328501701355,0.62434549927711487
0.2179828248285348,0.2195349794626236,0.2102156901359558
0.5228679097491546,0.5424173617362976,0.5476816260814667
0.3884640735150832,0.3975445032119751,0.3823699879646301
0.6044260932693961,0.6072130823135376,0.6082195484638214
0.3642745925911774,0.3846075916290283,0.3631715679168701
0.1927129702156926,0.1919241189956665,0.19116966366767883
0.2060313700017193,0.22544739961624146,0.20439476251602173
0.2698178361958619,0.2653472340106964,0.26711800932884216
0.5607211088397683,0.5891437339782715,0.5621497368812561
0.2132911755153506,0.23898590087890625,0.21452471375465393
0.4578678142253977,0.47704906940460205,0.47910539150238037
