actual,1-day ahead
0.1375465678314196,0.24303600192070007
0.1945169363620732,0.24085894227027893
0.0,0.2379833161830902
0.1026612918632863,0.14177729189395905
0.0664181456928337,0.14302624762058258
0.3312400894102362,0.14075572788715363
0.2406625527768756,0.32048356533050537
0.1412041724776952,0.2346336543560028
0.2153468467607893,0.23604050278663635
0.2533223162600538,0.23935362696647644
0.236013225074671,0.24510017037391663
0.1912352176986416,0.26228731870651245
0.1646700609441568,0.30343830585479736
0.5034063771660011,0.22274839878082275
0.2269888046157079,0.3358364999294281
0.3344501652560991,0.33105647563934326
0.1439452266778748,0.3339568078517914
0.4323706130714708,0.32684722542762756
0.1058302924937431,0.4912109673023224
0.2734888141680836,0.46826234459877014
0.2271932254551706,0.5242904424667358
0.216772488380056,0.4094565212726593
0.2033495405307299,0.3856898844242096
0.2989540148634965,0.37706872820854187
0.116394742372428,0.38504278659820557
0.1365894197887014,0.2767018675804138
0.3249885371491889,0.2861400246620178
0.1503295569608161,0.27772533893585205
0.1744555145864776,0.31747376918792725
0.2471567353800889,0.35918644070625305
0.270529965802495,0.36175182461738586
0.4037531284030337,0.3525278568267822
0.1327345585847199,0.476486474275589
0.1975593680148252,0.46936020255088806
0.1315949601665934,0.4266693890094757
0.2124711040635806,0.42067399621009827
0.260573047016793,0.4081781208515167
0.2683138146457024,0.39866042137145996
0.2628498557591273,0.39791247248649597
0.1558919053168522,0.30051785707473755
0.2045206617885867,0.31299304962158203
0.1447786714555909,0.3227047324180603
0.2656458361194428,0.3219389319419861
0.1639130351718472,0.28244197368621826
0.1582479987772959,0.2912602424621582
0.1705791605372256,0.28411152958869934
0.1664191009304013,0.2730531394481659
0.1971677206121162,0.27171003818511963
0.1721820491756299,0.2670278549194336
0.2313606502363321,0.2775331735610962
0.3198684637869438,0.26030606031417847
0.1716604894637296,0.2597697973251343
0.4584939724509485,0.2609759569168091
0.4797456202357525,0.3137807548046112
0.151679307643811,0.3178918659687042
0.2638543611767188,0.3031311631202698
0.2039393997287125,0.3104965388774872
0.3370063809869514,0.3424968719482422
0.2013316011692107,0.35402005910873413
0.2617427354182985,0.3548654615879059
0.2667180902890548,0.31212958693504333
0.1599256149252012,0.31365638971328735
0.4252817950824369,0.31777119636535645
0.5529182507689663,0.32130008935928345
0.4735867260187609,0.35187265276908875
0.5062878512886155,0.3368265926837921
0.3460023307796648,0.3270343244075775
0.293051124314617,0.3857968747615814
0.1764701106165103,0.3848360776901245
0.1830698469709416,0.3984232246875763
0.1587289608925739,0.3466952443122864
0.2785071547293812,0.3454282283782959
0.1690823032688229,0.31472352147102356
0.1706412509791184,0.3180055618286133
0.3388031828515751,0.270225465297699
0.1960171369619624,0.2728692293167114
0.1600142330397569,0.28387191891670227
0.2880389724299699,0.2916315793991089
0.1536431776422491,0.24482375383377075
0.1863081023250482,0.253060907125473
0.2838383355940622,0.26832613348960876
0.4239702539021454,0.2853289246559143
0.2691334084786885,0.2830298840999603
0.2655541333129549,0.27655377984046936
0.1783294805418107,0.24208402633666992
0.3204506810843856,0.25693750381469727
0.1869027377108686,0.2591399848461151
0.1825267944137706,0.2585521340370178
0.2412495462621554,0.24493059515953064
0.2564297040674015,0.24437400698661804
0.219049825191525,0.24329355359077454
0.1855033146743595,0.27029407024383545
0.17834954053073,0.26603439450263977
0.1702448273885715,0.26254335045814514
0.1508706990428519,0.25831252336502075
0.3116596297499187,0.256224125623703
0.2445026077985594,0.2579416334629059
0.2038844735685764,0.26124170422554016
0.2068519190722732,0.28023940324783325
0.2416550446095943,0.2699158787727356
0.2289522954358748,0.263029009103775
0.1425935655197447,0.2662503719329834
0.261498672219781,0.26629766821861267
0.1906959860917409,0.26562994718551636
0.1609880977399079,0.2591356337070465
0.1437580001146284,0.2530289590358734
0.291484057084997,0.27227383852005005
0.2126468677760158,0.2864331901073456
0.2271602697590891,0.2850717306137085
0.2683983531704334,0.2952144742012024
0.2599220526144852,0.29316604137420654
0.2283786752765412,0.29218512773513794
0.1968343427010297,0.27773451805114746
0.1492023766310681,0.2478746771812439
0.2099000821504307,0.25692564249038696
0.3690335861528762,0.2775983214378357
0.1814775902875774,0.2899158000946045
0.32810643256978,0.288213312625885
0.2207582675811473,0.28644871711730957
0.3572550293257933,0.2740558981895447
0.3357937068949047,0.30703097581863403
0.2832981487495939,0.3096277117729187
0.3502937355520317,0.2846284508705139
0.3400163345624056,0.27315765619277954
0.3482485719198364,0.279654324054718
0.4198178361958618,0.2751584053039551
0.3227738188487476,0.32672467827796936
0.4072550293257933,0.2852078378200531
0.4394828343809104,0.2826453447341919
0.6969212693196798,0.25758466124534607
0.6521817626043596,0.24059298634529114
0.4920113482223028,0.21333320438861847
0.536175801921938,0.20278391242027283
0.6774200943774715,0.2161819040775299
0.4189652866667939,0.2683892548084259
0.5604082685363849,0.26669564843177795
0.4494263798406663,0.2700045704841614
0.4032654796247826,0.304743230342865
0.5790201173031733,0.3397674262523651
0.3652947863133561,0.35204675793647766
0.5062090441892899,0.3464973270893097
0.2974070076227957,0.3369048237800598
0.4576170643639073,0.338884562253952
0.3883941750443769,0.32810500264167786
0.3900583650153792,0.3399933874607086
0.3827355138222876,0.32589393854141235
0.4931905889994841,0.3133889138698578
0.567391532774201,0.3152373135089874
0.5414692509026995,0.31533992290496826
0.5593785224385304,0.31628286838531494
0.6328802323137763,0.32395026087760925
1.0,0.28128790855407715
0.6205629214985766,0.25099071860313416
0.521478516707105,0.2643536627292633
0.5202247673996523,0.2725713551044464
0.6305633035936036,0.2683369219303131
0.5200537798750549,0.2779480814933777
0.6578916951645875,0.2585796117782593
0.5646633742811837,0.24985703825950623
0.4962511701660202,0.2558976709842682
0.6361332938501805,0.24269837141036987
0.6312718603982732,0.24888616800308228
0.7032358672601875,0.24951693415641785
0.5661783810633705,0.2637312114238739
0.8470951225569798,0.2779316008090973
0.3218295665131918,0.30229878425598145
0.3269730431958428,0.3531169593334198
0.5255573811206846,0.3875393569469452
0.7880084251953461,0.3780405521392822
0.4403755038878168,0.41608598828315735
0.4934494583802991,0.378292977809906
0.5893151901877998,0.35477492213249207
0.6881177998968344,0.3305320143699646
0.8436209235236802,0.2844386100769043
0.6173877118239306,0.27439284324645996
0.6490820166975526,0.28663188219070435
0.7260235370536652,0.27020859718322754
0.5545746327111551,0.30318138003349304
0.6262293907494794,0.3317485451698303
0.2179828248285348,0.3282020092010498
0.5228679097491546,0.3504127860069275
0.3884640735150832,0.29729294776916504
0.6044260932693961,0.2567218244075775
0.3642745925911774,0.24677205085754395
0.1927129702156926,0.2298506796360016
0.2060313700017193,0.3128843307495117
0.2698178361958619,0.3431761860847473
0.5607211088397683,0.34792235493659973
0.2132911755153506,0.354324609041214
0.4578678142253977,0.31450164318084717
0.6190488699539576,0.31069108843803406
0.2500702099612172,0.3195464611053467
0.4660976634889096,0.29992035031318665
0.5074981372867431,0.2785930931568146
0.2028695336530194,0.2641276717185974
0.4765407981965114,0.26582422852516174
0.4547136197772385,0.29933032393455505
0.6256338001260915,0.30224594473838806
0.4605448675085493,0.29794031381607056
0.3217039527730546,0.24306705594062805
0.2645387157786141,0.2506597638130188
0.3122876984506046,0.2745896875858307
0.2938052843742239,0.3365843892097473
0.4836611390252754,0.3750244677066803
0.3796348485741055,0.4233381450176239
0.698907208222685,0.43440887331962585
0.5683639646180003,0.4677363932132721
0.448709951664979,0.45272642374038696
0.4430315419444815,0.5156506896018982
0.6823037464417401,0.5425487160682678
0.6247725600445158,0.5520666241645813
0.3408282864948512,0.5934412479400635
0.2285334237624897,0.5940015912055969
0.2833912844124334,0.5837690234184265
0.3972489158053607,0.579879879951477
0.4294571384903425,0.5779575705528259
0.5722766176948206,0.5656940340995789
0.3746589801883728,0.5264679193496704
0.3721944672640085,0.5116490125656128
0.3152112030261926,0.5129102468490601
0.3132185774602143,0.5142017602920532
0.4292016457632547,0.5144197344779968
0.5303393003840056,0.5070396065711975
0.4348733354985384,0.49005383253097534
0.674479873144451,0.4470768868923187
0.6449028523393767,0.4573536813259125
0.6366811225951894,0.4680032730102539
0.4352530974732226,0.47643789649009705
0.4995816059453986,0.47775325179100037
0.6322478650440364,0.4995192885398865
0.4486230250463289,0.49363845586776733
0.6249379095581071,0.4952423870563507
0.795825611829662,0.49720582365989685
0.4620574861968171,0.49238571524620056
0.2528805188850466,0.487946480512619
0.803285539613702,0.4857844412326813
0.6603170433486807,0.4287487268447876
0.6875355825993925,0.41931548714637756
0.7011047322469097,0.550617516040802
0.6346851536977247,0.5528892278671265
0.4068800985805169,0.5451114177703857
0.4145759700437498,0.5219064354896545
0.36211957663871,0.5430394411087036
0.6484697094167318,0.5845652222633362
0.6881053818084557,0.5611574053764343
0.5957042966585788,0.5567172765731812
0.5625618516325008,0.5547849535942078
0.5797112316833195,0.5664700865745544
0.5269362665494908,0.5794925093650818
0.5450419296850357,0.5818164348602295
0.4477647440918555,0.6010556221008301
0.4383422807252162,0.6076556444168091
0.3665891332174312,0.5082923173904419
0.4751184494583801,0.49069297313690186
0.5270446860134115,0.48317304253578186
0.4703366511112073,0.4820793867111206
0.7571609384253863,0.4806919991970062
0.6507689662419043,0.4418011009693146
0.5839711136159562,0.40408119559288025
0.4164845347037808,0.4578917920589447
0.5925448484037978,0.4743393361568451
0.6116763464073516,0.47267815470695496
0.5730556139311846,0.4771787226200104
0.3654944309649809,0.48871681094169617
0.3433768603251628,0.4994862973690033
0.7076514529163402,0.5076217651367188
0.4982823075250712,0.5351223349571228
0.6773589591731464,0.546721339225769
0.4112823109107235,0.5488641858100891
0.58450631848826,0.5406666994094849
0.624651338287832,0.5421785712242126
0.57257130848442,0.5541556477546692
0.5855974055747664,0.5580443143844604
0.5007226372198765,0.5348270535469055
0.5216944003973789,0.5266010165214539
0.4723888581090116,0.514900267124176
0.3641948302542842,0.5183418989181519
0.334894828343809,0.5057321190834045
0.3223296333798215,0.4930306077003479
0.726857937068949,0.47513553500175476
0.4019147737042202,0.48808813095092773
0.2842070572951493,0.4418047070503235
0.5011252698546127,0.41921067237854004
0.4337915289532506,0.4252525568008423
0.3926589992931241,0.4271247982978821
0.3976491603461781,0.45395949482917786
0.4530085207191027,0.5048690438270569
0.3769238484611122,0.4544777572154999
0.3590742792732552,0.46735915541648865
0.3363276846951836,0.46236708760261536
0.54304396003286,0.4558775722980499
0.3189480241593226,0.4606781601905823
0.8381997536610886,0.44792741537094116
0.6066995586802437,0.4301659166812897
0.453933668303307,0.5267850160598755
0.612529851173987,0.6294894814491272
0.6170509905813575,0.6438478827476501
0.6132844888523774,0.6439512372016907
0.5205352196091169,0.6309231519699097
0.394011138070038,0.6078711748123169
0.2719279559826528,0.5685687065124512
0.2421135586420342,0.5579289197921753
0.2278547274707219,0.4823969602584839
0.5116558087996483,0.47647368907928467
0.2669425711174368,0.4235546886920929
0.4086921842462219,0.37505903840065
0.2706231014653344,0.3694441616535187
0.522021569264276,0.35605373978614807
0.4258162505014997,0.4095013439655304
0.4973196033853618,0.4936419427394867
0.5267681447375963,0.4780433177947998
0.4139603194314425,0.4945727586746216
0.2956307433658751,0.5058495402336121
0.2974624114017156,0.4986374080181122
0.2574212406625528,0.5002852082252502
0.3928158873315555,0.4829058349132538
0.3102329824427335,0.4453960955142975
0.3431241999885371,0.4405316412448883
0.3159806468868807,0.4126138389110565
0.1617795120646504,0.39574292302131653
0.6294939151366945,0.3988889753818512
0.2745023212272892,0.4857620298862457
0.561218787612479,0.4878174960613251
0.3072755669334964,0.5246524810791016
0.3239430296314693,0.5128437876701355
0.305159238102516,0.506891131401062
0.2952902283896684,0.4872821271419525
0.2808541734329328,0.4861293137073517
0.1239172382171445,0.4386647641658783
0.0490738971782281,0.42463916540145874
0.4045794088989932,0.24856135249137878
0.4313508969680759,0.2581803500652313
0.3306903501900922,0.30635738372802734
0.1813766883824006,0.30666670203208923
0.1510025218271783,0.30275362730026245
0.111478134612078,0.29688727855682373
0.1782478077297823,0.29556524753570557
0.2966141604417018,0.30473625659942627
0.2621807118430353,0.3034854233264923
0.2749899700055403,0.23902994394302368
0.2781675677741054,0.22832852602005005
0.2164138471237797,0.23567679524421692
0.3386867175523952,0.2416849434375763
0.2687761496284126,0.30175498127937317
0.3719489712091396,0.3600025475025177
0.3849850982939456,0.36806777119636536
0.4083535525285137,0.3222641050815582
0.384594883747588,0.3443956673145294
0.2037660241101961,0.3566562235355377
0.3416345070018913,0.35608020424842834
0.1791132529660126,0.35695210099220276
0.2632873545650803,0.33022934198379517
0.2375274630800679,0.3112014830112457
0.234097682593661,0.3384590744972229
0.2558436658196893,0.3003673255443573
0.2093713581567735,0.2669542729854584
0.3425959536136636,0.2777315676212311
0.2275695890567984,0.27021509408950806
0.3562252832279387,0.314624160528183
0.3248786848289169,0.35764366388320923
0.2856652274420648,0.35596156120300293
0.4771058212177367,0.35530927777290344
0.1052098656935979,0.3915141522884369
0.072876029268479,0.38383936882019043
0.001585216743404,0.3407534062862396
0.0759748199377184,0.31960052251815796
0.1375465678314196,0.2828602194786072
0.1945169363620732,0.2953239679336548
0.0,0.3060216009616852
0.1026612918632863,0.14651894569396973
0.0664181456928337,0.14728900790214539
0.3312400894102362,0.1479710340499878
0.2406625527768756,0.3252333998680115
0.1412041724776952,0.24600592255592346
0.2153468467607893,0.24199733138084412
0.2533223162600538,0.23644763231277466
0.236013225074671,0.24020498991012573
0.1912352176986416,0.2559225261211395
0.1646700609441568,0.2945472002029419
0.5034063771660011,0.20915359258651733
0.2269888046157079,0.32198700308799744
0.3344501652560991,0.31651657819747925
0.1439452266778748,0.33100786805152893
0.4323706130714708,0.3239920139312744
0.1058302924937431,0.41453760862350464
0.2734888141680836,0.3913407623767853
0.2271932254551706,0.4594038724899292
0.216772488380056,0.363948255777359
