actual,1-day ahead,2-day ahead,3-day ahead,4-day ahead
0.001585216743404,0.04617436707019806,0.046281595826149,0.00521421313285828,0.00811983942985535
0.0759748199377184,0.06544013798236847,0.06838365614414215,0.0961370813846588,0.09290165722370148
0.1375465678314196,0.12585813164710999,0.12446745812892914,0.12800384104251862,0.12592791140079498
0.1945169363620732,0.18459058225154877,0.19726116299629211,0.18099666595458984,0.18387480735778809
0.0,0.00421852469444275,0.00373920440673828,0.00428846657276154,0.00044651746749878
0.1026612918632863,0.149744690656662,0.14532805562019348,0.101831990480423,0.14214362263679504
0.0664181456928337,0.0951446169614792,0.09658862113952637,0.0593367111682892,0.09563482403755188
0.3312400894102362,0.32214178800582886,0.3745641189813614,0.3270478105545044,0.3273696106672287
0.2406625527768756,0.28373911201953888,0.2872948569059372,0.23587770342826843,0.2337714385986328
0.1412041724776952,0.1876715326309204,0.1384334135055542,0.18734307408332825,0.1894447433948517
0.2153468467607893,0.25651482701301575,0.25773692309856415,0.25917304277420044,0.25229143857955933
0.2533223162600538,0.24950177609920502,0.2916541290283203,0.2968792462348938,0.29255673229694366
0.236013225074671,0.2757021987438202,0.22382472336292267,0.27512722969055176,0.27822354555130005
0.1912352176986416,0.1905200332403183,0.19942175805568695,0.1914713227748871,0.1929904353618622
0.1646700609441568,0.1518215048313141,0.1504025435447693,0.1542440891265869,0.19886628448963165
0.5034063771660011,0.5462623566389084,0.50394854128360748,0.549453444480896,0.50418606042861938
0.2269888046157079,0.21706289052963257,0.26116440534591675,0.26888919472694397,0.2141425931453705
0.3344501652560991,0.32957954347133636,0.37687578082084656,0.325720009803772,0.32218368649482727
0.1439452266778748,0.131365208029747,0.18537408471107483,0.1321598744392395,0.18506144762039185
0.4323706130714708,0.4217059576511383,0.47993862748146057,0.47957682073116302,0.4723816853761673
0.1058302924937431,0.10182644367218018,0.10858525276184082,0.1477039313316345,0.1000407725572586
0.2734888141680836,0.2957232904434204,0.26104506969451904,0.2694705128669739,0.2605570948123932
0.2271932254551706,0.26202378511428833,0.26618399024009705,0.26844961404800415,0.2121985960006714
0.216772488380056,0.25255593299865723,0.2526887971162796,0.20817140996456146,0.25987141966819763
0.2033495405307299,0.2045386666059494,0.2439415431022644,0.2408441972732544,0.20381246507167816
0.2989540148634965,0.2859602129459381,0.29562702178955078,0.28546988368034363,0.2939380979537964
0.116394742372428,0.15019069731235504,0.10919225871562958,0.10621013641357422,0.10384615778923035
0.1365894197887014,0.17838318526744843,0.17282789289951324,0.17137686133384705,0.17028285801410675
0.3249885371491889,0.36699883341789246,0.31933002829551697,0.31821746468544006,0.3625948905944824
0.1503295569608161,0.19171342849731445,0.14694454431533813,0.1461486691236496,0.14402615189552307
0.1744555145864776,0.16994125306606293,0.19386399030685425,0.16622210025787354,0.1635572052001953
0.2471567353800889,0.23296834528446198,0.23122326493263245,0.2829597818851471,0.23109219431877136
0.270529965802495,0.29115977108478546,0.26575963139533997,0.2654853481054306,0.29898846089839935
0.4037531284030337,0.4044100332260132,0.4464672601222992,0.44529458224773407,0.4469052994251251
0.1327345585847199,0.12794413447380066,0.17524242401123047,0.17638007998466492,0.1251293385028839
0.1975593680148252,0.18604330599308014,0.19547441601753235,0.1862584525346756,0.19374049365520477
0.1315949601665934,0.12380450665950775,0.17218384385108948,0.12338469326496124,0.12693584322929382
0.2124711040635806,0.25655968368053436,0.2514782291650772,0.20301251232624054,0.25716266989707947
0.260573047016793,0.2541722047328949,0.25924358487129211,0.29016307175159454,0.2579809534549713
0.2683138146457024,0.25429449200630188,0.2918880546092987,0.2940717089176178,0.2916015291213989
0.2628498557591273,0.25580228626728058,0.29313402771949768,0.29605822205543518,0.25001782357692719
0.1558919053168522,0.1947499394416809,0.19820179343223572,0.1916977697610855,0.14999010860919952
0.2045206617885867,0.2478584772348404,0.20715191841125488,0.24462810158729553,0.2063993525505066
0.1447786714555909,0.13242380440235138,0.13588692486286163,0.1820420527458191,0.13130539774894714
0.2656458361194428,0.29211954951286316,0.29070257246494293,0.29739436030387878,0.25926422119140625
0.1639130351718472,0.15652702450752258,0.1562554156780243,0.15751980066299438,0.15358068108558655
0.1582479987772959,0.19721830010414124,0.196799036860466,0.1473423331975937,0.19418789505958557
0.1705791605372256,0.1932244324684143,0.16420526087284088,0.1635181885957718,0.1901104009151459
0.1664191009304013,0.15478834629058838,0.15673214733600616,0.1548703169822693,0.19037447571754456
0.1971677206121162,0.199766526222229,0.1946651768684387,0.1920882773399353,0.18802709102630615
0.1721820491756299,0.16420064568519592,0.19533143401145935,0.1937449634075165,0.1607630789279938
0.2313606502363321,0.2252599310874939,0.27480193853378296,0.27731864750385284,0.27904372692108154
0.3198684637869438,0.30819812178611755,0.30950422644615173,0.3538815689086914,0.30176482677459717
0.1716604894637296,0.1644574350118637,0.1604690146446228,0.19492010593414307,0.16738515615463257
0.4584939724509485,0.49294280529022217,0.49023070394992828,0.4936699676513672,0.44402845740318298
0.4797456202357525,0.46297024607658386,0.46645718932151794,0.46055098414421082,0.490367751121521
0.151679307643811,0.1462641990184784,0.1422083044052124,0.14837602138519287,0.14138238191604614
0.2638543611767188,0.29404335021972656,0.2913144612312317,0.29855032444000244,0.2595377492904663
0.2039393997287125,0.20420746326446533,0.2064745616912842,0.2011501717567444,0.20590654969215393
0.3370063809869514,0.3709983241558075,0.32905323445796967,0.3747502440214157,0.32529653429985046
0.2013316011692107,0.2018841314315796,0.24805302023887634,0.24926175773143768,0.24237393975257874
0.2617427354182985,0.25228851914405823,0.29378141105175018,0.2953869515657425,0.2526584196090698
0.2667180902890548,0.29418956875801086,0.29878697633743286,0.29569506287574768,0.25176514625549316
0.1599256149252012,0.1432875454425812,0.1491251802444458,0.14057886362075806,0.1420239758491516
0.4252817950824369,0.41160089552402496,0.46906007528305054,0.4140806269645691,0.4142579782009125
0.5529182507689663,0.59041074872016907,0.54528122544288635,0.54203829288482666,0.54518475353717804
0.4735867260187609,0.46048219084739685,0.46155558705329895,0.4971775817871094,0.4953583514690399
0.5062878512886155,0.5491320502758026,0.5073696279525757,0.5090264904499054,0.5052283138036728
0.3460023307796648,0.38002849221229553,0.3335505723953247,0.3806300985813141,0.33865524113178253
0.293051124314617,0.29167547941207886,0.2836615514755249,0.2979248023033142,0.29307671427726746
0.1764701106165103,0.19795638740062714,0.19062430083751678,0.19414711236953735,0.16011607468128204
0.1830698469709416,0.1778052407503128,0.19147182703018188,0.19658372342586517,0.17703176200389862
0.1587289608925739,0.14094128608703613,0.1963637501001358,0.143352752327919,0.19212102234363556
0.2785071547293812,0.26302473843097687,0.2944527816772461,0.2645765209197998,0.26743882536888123
0.1690823032688229,0.1949118310213089,0.19975966334342957,0.15030991852283478,0.19569298326969147
0.1706412509791184,0.16663177013397217,0.1966001945734024,0.16210076332092285,0.1983364164829254
0.3388031828515751,0.3271699607372284,0.32708246529102325,0.32769966065883636,0.3230143904685974
0.1960171369619624,0.18815613985061646,0.19636424720287323,0.19289446234703064,0.1980115783214569
0.1600142330397569,0.1984670203924179,0.15702556431293488,0.1951851612329483,0.1987886345386505
0.2880389724299699,0.29827660501003265,0.27252329111099243,0.27398026585578918,0.27129127144813538
0.1536431776422491,0.19592125833034515,0.19297446191310883,0.19065053641796112,0.19185460686683655
0.1863081023250482,0.19387764155864716,0.19808653950691223,0.19686658382415771,0.19922889471054077
0.2838383355940622,0.27711732745170593,0.2992871206998825,0.29392529666423798,0.29136197447776794
0.4239702539021454,0.416734219789505,0.41331224918365479,0.4645990753173828,0.4181581771373749
0.2691334084786885,0.25468831062316895,0.25866891205310822,0.2940867155790329,0.2528186082839966
0.2655541333129549,0.25480506241321564,0.29876158475875854,0.2521736204624176,0.2509090209007263
0.1783294805418107,0.168741557598114,0.1695667552947998,0.161362122297287,0.19782230138778687
0.3204506810843856,0.36625180959701538,0.3163520348072052,0.36229988753795624,0.36195905208587646
0.1869027377108686,0.1993579697608948,0.1714754331111908,0.17471439838409424,0.19849807024002075
0.1825267944137706,0.17320933938026428,0.19501789033412933,0.19501036822795868,0.19311442255973816
0.2412495462621554,0.28111052572727203,0.23496201395988464,0.28875410616397858,0.28881602704524994
0.2564297040674015,0.2962383496761322,0.2468922507762909,0.29671344876289368,0.24603183031082153
0.219049825191525,0.25129655838012695,0.20472264289855957,0.25462785243988037,0.2575681245326996
0.1855033146743595,0.1908597606420517,0.1927440583705902,0.17775651276111603,0.19793399572372437
0.17834954053073,0.16013116419315338,0.16281511425971985,0.19455424427986145,0.19392496466636658
0.1702448273885715,0.16513545393943787,0.19167944073677063,0.19228614032268524,0.16112191140651703
0.1508706990428519,0.14270816683769226,0.14913592100143433,0.14471142649650574,0.19792421102523804
0.3116596297499187,0.35097916781902313,0.35818420588970184,0.3007155066728592,0.35937641084194183
0.2445026077985594,0.28614386975765228,0.2375621122121811,0.28822853088378906,0.2310490417480469
0.2038844735685764,0.20640808641910553,0.2465289980173111,0.2400884073972702,0.20998035073280334
0.2068519190722732,0.20612023770809174,0.20266971826553345,0.24655614852905273,0.2476701956987381
0.2416550446095943,0.2399999612569809,0.23235980808734894,0.23700146555900574,0.28182554006576538
0.2289522954358748,0.26319686710834503,0.2102698278427124,0.21490729928016663,0.21090213537216187
0.1425935655197447,0.13270564913749695,0.1867853456735611,0.13300595879554749,0.1870093560218811
0.261498672219781,0.29860864520072937,0.29548259019851685,0.29273064494132996,0.25084893703460693
0.1906959860917409,0.18523939907550812,0.19460547924041748,0.19115815222263336,0.1986569583415985
0.1609880977399079,0.1588649082183838,0.19275355458259583,0.1523558437824249,0.153045175075531
0.1437580001146284,0.1389102852344513,0.13177872896194458,0.13497111320495605,0.1393449467420578
0.291484057084997,0.29009216010570526,0.28135426819324493,0.28186062037944794,0.28885285079479218
0.2126468677760158,0.25054046273231506,0.2039057070016861,0.20956284880638123,0.20040929436683655
0.2271602697590891,0.26087981224060059,0.21117302358150482,0.2603717678785324,0.2630635243654251
0.2683983531704334,0.29327657043933868,0.25687078893184662,0.25237229645252228,0.2594885563850403
0.2599220526144852,0.24726553678512573,0.24610188245773315,0.24010313630104065,0.24998590230941772
0.2283786752765412,0.21356012761592865,0.2609009164571762,0.21115656733512878,0.21008649706840515
0.1968343427010297,0.1906714642047882,0.186512291431427,0.1856711196899414,0.192830708026886
0.1492023766310681,0.13535112380981445,0.13048179149627686,0.139582257270813,0.13949564039707184
0.2099000821504307,0.20266989707946777,0.2075394642353058,0.20650853216648102,0.24896318018436432
0.3690335861528762,0.35348171949386597,0.3528397035598755,0.35114747762680054,0.351514675617218
0.1814775902875774,0.17693083941936493,0.1724025535583496,0.19624595046043396,0.19204257249832153
0.32810643256978,0.36966315269470215,0.3674869704246521,0.3689364969730377,0.36393996357917786
0.2207582675811473,0.2685879510641098,0.26408188819885254,0.2199246644973755,0.2197689437866211
0.3572550293257933,0.3991158175468445,0.3940058398246765,0.39767394363880157,0.3995747649669647
0.3357937068949047,0.3745529508590698,0.37277753472328186,0.3214683848619461,0.3276481318473816
0.2832981487495939,0.29672343373298645,0.29980637788772583,0.2727787971496582,0.291635901927948
0.3502937355520317,0.3914077568054199,0.39520806849002838,0.39048765420913696,0.39993692994117737
0.3400163345624056,0.38956916868686676,0.38330536127090454,0.33587849080562592,0.33981093168258667
0.3482485719198364,0.38706761419773102,0.3357340157032013,0.3857359051704407,0.3302614223957062
0.4198178361958618,0.4501917427778244,0.4022471284866333,0.40170459270477295,0.4520912539958954
0.3227738188487476,0.36319348335266113,0.3612376856803894,0.36555166602134705,0.31801437854766846
0.4072550293257933,0.4456845796108246,0.4415808153152466,0.4055789756774902,0.4482472014427185
0.4394828343809104,0.429271742105484,0.4280023312568665,0.4747984266281128,0.47831227958202362
0.6969212693196798,0.6992010426521301,0.6901878297328949,0.69378740072250366,0.6818384027481079
0.6521817626043596,0.6940348529815674,0.6941791832447052,0.6985134994983673,0.6924104976654053
0.4920113482223028,0.4804653000831604,0.48821120500564575,0.49791879296302795,0.4896683156490326
0.536175801921938,0.52291329503059387,0.5774554777145386,0.5286299157142639,0.526460462808609
0.6774200943774715,0.6930639910697937,0.6600870633125305,0.66697333097457886,0.6609672021865845
0.4189652866667939,0.4026236569881439,0.45806469321250916,0.45461488366127014,0.4562854743003845
0.5604082685363849,0.59616463780403137,0.55356623888015747,0.55540270864963531,0.59993078112602234
0.4494263798406663,0.48586822628974915,0.4317297673225403,0.43980612993240356,0.4892752707004547
0.4032654796247826,0.44539636850357056,0.44601361751556396,0.4007018971443176,0.40658045649528503
0.5790201173031733,0.5619637894630432,0.56928428769111633,0.56801037907600403,0.56643152952194214
0.3652947863133561,0.39531012892723083,0.39610915303230286,0.3925837826728821,0.3501399028301239
0.5062090441892899,0.5077509045600891,0.50326308608055115,0.50251824259757996,0.5057442510128021
0.2974070076227957,0.29810511827468872,0.29542234897613525,0.2939353710412979,0.28896944642066956
0.4576170643639073,0.4980735766887665,0.49003397822380066,0.49319352984428406,0.49265467524528503
0.3883941750443769,0.3701400148868561,0.37420082569122314,0.39211947083473206,0.37606640934944153
0.3900583650153792,0.3998820161819458,0.3968377363681793,0.3889364564418793,0.38195040464401245
0.3827355138222876,0.39387667417526245,0.39430965840816498,0.39796194195747375,0.37012865900993347
0.4931905889994841,0.4802113103866577,0.49336466670036316,0.48831910371780396,0.49907102584838867
0.567391532774201,0.59655282139778137,0.5901786684989929,0.55122400522232056,0.551511058807373
0.5414692509026995,0.53500961780548096,0.5867740559577942,0.583851318359375,0.5362630224227905
0.5593785224385304,0.5476949310302734,0.5433635950088501,0.5938052272796631,0.5495341181755066
0.6328802323137763,0.6788398814201355,0.6200378656387329,0.6725307512283325,0.62207263588905334
1.0,0.0004408144950867,0.0015375602245331,0.0013685190677643,0.0079942274093628
0.6205629214985766,0.612696692943573,0.61538649797439575,0.6112946033477783,0.6163097882270813
0.521478516707105,0.56847044229507446,0.51185689210891724,0.566905837059021,0.51943564891815186
0.5202247673996523,0.5685801029205322,0.5651545429229736,0.51599480628967285,0.5103657031059265
0.6305633035936036,0.6770780563354492,0.6722807812690735,0.6246215772628784,0.62585036993026733
0.5200537798750549,0.5112020182609558,0.5187976384162903,0.56918150305747986,0.51974236488342285
0.6578916951645875,0.64079108119010925,0.6418578064441681,0.69608612060546875,0.64645346879959106
0.5646633742811837,0.5565533924102783,0.5940204060077667,0.5958022546768188,0.5555842685699463
0.4962511701660202,0.48888964772224426,0.4840844440460205,0.48389421939849854,0.4822305679321289
0.6361332938501805,0.6270628094673157,0.6794880485534668,0.62513423204422,0.6757938778400421
0.6312718603982732,0.6227262735366821,0.6728610897064209,0.6268428683280945,0.6788171291351318
0.7032358672601875,0.7060828721523285,0.74802186369895935,0.7411436462402344,0.7409983992576599
0.5661783810633705,0.5984247875213623,0.5971367406845093,0.595258127450943,0.59601157784461975
0.8470951225569798,0.881056113243103,0.83477347135543823,0.83324501752853394,0.83848843455314636
0.3218295665131918,0.3616462445259094,0.31789323687553406,0.3688188052177429,0.3610414934158325
0.3269730431958428,0.3125791335105896,0.31799351692199707,0.3649360871315002,0.3167616665363312
0.5255573811206846,0.5198565697669983,0.5617611384391785,0.51728158831596375,0.51827380418777466
0.7880084251953461,0.7755398273468018,0.7953919363021851,0.79455297589302063,0.797349956035614
0.4403755038878168,0.433888041973114,0.48053919792175293,0.48200819849967957,0.4332402491569519
0.4934494583802991,0.4986992025375366,0.4800247979164124,0.4985904049873352,0.4979845499992371
0.5893151901877998,0.59567458152771,0.5758503723144531,0.5924217915534973,0.5740656805038452
0.6881177998968344,0.6747971177101135,0.6722512745857239,0.69989802598953247,0.69173906326293945
0.8436209235236802,0.8306689500808716,0.88090317726135254,0.8378593492507935,0.83852930307388306
0.6173877118239306,0.65649704337120056,0.6004675841331482,0.6582359766960144,0.6079991722106934
0.6490820166975526,0.6880980396270752,0.6350559616088867,0.6301017689704895,0.6859884929656982
0.7260235370536652,0.7190952587127686,0.7139068388938904,0.7104519820213318,0.719443701505661
0.5545746327111551,0.5968953561782837,0.5955728769302368,0.59717371940612793,0.5923977315425873
0.6262293907494794,0.6164791464805603,0.61355271577835083,0.66995641350746155,0.6142772150039673
