actual,1-day ahead,2-day ahead,3-day ahead
0.37219446726400857,0.28836649656295776,0.2149638682603836,0.3756151497364044
0.3152112030261926,0.23625488579273224,0.40495848655700684,0.41635143756866455
0.31321857746021436,0.3511379361152649,0.39953163266181946,0.43065235018730164
0.42920164576325476,0.3521961271762848,0.450540155172348,0.42835733294487
0.5303393003840056,0.4167451858520508,0.5030224919319153,0.3555973470211029
0.4348733354985384,0.39278534054756165,0.3917219936847687,0.326885461807251
0.674479873144451,0.3595193922519684,0.3742468059062958,0.2212464064359665
0.6449028523393767,0.3132156729698181,0.2681567072868347,0.38350340723991394
0.6366811225951894,0.2786175012588501,0.3975497782230377,0.41077306866645813
0.43525309747322266,0.4517434239387512,0.5005390644073486,0.2789856791496277
0.49958160594539863,0.47431594133377075,0.36907958984375,0.39794978499412537
0.6322478650440364,0.3833152651786804,0.5600380301475525,0.40979355573654175
0.44862302504632895,0.6153770685195923,0.4738021194934845,0.35960668325424194
0.6249379095581071,0.3872155547142029,0.30706238746643066,0.2880367338657379
0.795825611829662,0.2678844928741455,0.2686890959739685,0.3615472912788391
0.46205748619681714,0.38542240858078003,0.45515069365501404,0.28321418166160583
0.25288051888504665,0.48478519916534424,0.380628764629364,0.29877811670303345
0.803285539613702,0.35658133029937744,0.32837143540382385,0.42418596148490906
0.6603170433486807,0.3329441547393799,0.49544253945350647,0.4713645875453949
0.6875355825993925,0.5377717018127441,0.547736644744873,0.32395637035369873
0.7011047322469097,0.5400621891021729,0.4006953835487366,0.23868347704410553
0.6346851536977247,0.4308634102344513,0.32942306995391846,0.3659789562225342
0.40688009858051694,0.39548975229263306,0.41677039861679077,0.28541794419288635
0.41457597004374985,0.34952718019485474,0.32041338086128235,0.3300980031490326
0.36211957663871003,0.30947425961494446,0.37656930088996887,0.480707049369812
0.6484697094167318,0.3734084367752075,0.4884539842605591,0.3869978189468384
0.6881053818084557,0.4702102243900299,0.41206005215644836,0.29832929372787476
0.5957042966585788,0.380137175321579,0.31694915890693665,0.17344705760478973
0.5625618516325008,0.29610034823417664,0.21281005442142487,0.3101992607116699
0.5797112316833195,0.3319084048271179,0.5035122036933899,0.20250694453716278
0.5269362665494908,0.5841267704963684,0.2822946012020111,0.33065080642700195
0.5450419296850357,0.3508385717868805,0.4156074523925781,0.34364333748817444
0.44776474409185557,0.4059193730354309,0.40662360191345215,0.4114598035812378
0.43834228072521625,0.36009877920150757,0.4563114047050476,0.28709593415260315
0.3665891332174312,0.43067407608032227,0.26797470450401306,0.23801670968532562
0.47511844945838017,0.16848336160182953,0.1857556402683258,0.32167142629623413
0.5270446860134115,0.1644287109375,0.3577234745025635,0.3566480576992035
0.4703366511112073,0.3183465003967285,0.3228737413883209,0.34861791133880615
0.7571609384253863,0.32784369587898254,0.40714743733406067,0.34656763076782227
0.6507689662419043,0.42850279808044434,0.42308515310287476,0.40581056475639343
0.5839711136159562,0.4496416449546814,0.5443719029426575,0.258599191904068
0.41648453470378083,0.5565919876098633,0.3718200623989105,0.26991334557533264
0.5925448484037978,0.3070187568664551,0.2735666036605835,0.3366272747516632
0.6116763464073516,0.2707386016845703,0.37292423844337463,0.3285052180290222
0.5730556139311846,0.36736899614334106,0.31774887442588806,0.27925825119018555
0.36549443096498097,0.3597168028354645,0.34641033411026,0.28913530707359314
0.34337686032516285,0.32437464594841003,0.3404139578342438,0.45963528752326965
0.7076514529163402,0.2725251317024231,0.4807834029197693,0.2164432257413864
0.49828230752507124,0.5199283957481384,0.296573668718338,0.21025244891643524
0.6773589591731464,0.18074697256088257,0.13651859760284424,0.2037506401538849
0.4112823109107235,0.24003739655017853,0.34500595927238464,0.15916398167610168
0.58450631848826,0.39526864886283875,0.2542407512664795,0.3446091115474701
0.624651338287832,0.2973317503929138,0.4063345789909363,0.3457556962966919
0.57257130848442,0.408610075712204,0.37816476821899414,0.43364375829696655
0.5855974055747664,0.31535133719444275,0.46697303652763367,0.2411119043827057
0.5007226372198765,0.49007996916770935,0.35607266426086426,0.19935649633407593
0.5216944003973789,0.2598450183868408,0.20135018229484558,0.3311212956905365
0.4723888581090116,0.22308534383773804,0.3540399670600891,0.1937340348958969
0.3641948302542842,0.3761902153491974,0.2476062774658203,0.2615026533603668
0.33489482834380907,0.2619769275188446,0.2927531898021698,0.3520669639110565
0.3223296333798215,0.2892882525920868,0.3914336562156677,0.2965438961982727
0.726857937068949,0.3271932601928711,0.2598710358142853,0.18743067979812622
0.4019147737042202,0.30512735247612,0.2516198456287384,0.12331975996494293
0.28420705729514933,0.25409770011901855,0.0500992089509964,0.28964218497276306
0.5011252698546127,0.07593007385730743,0.33822840452194214,0.11036790907382965
0.4337915289532506,0.3649022579193115,0.24528229236602783,0.27487996220588684
0.39265899929312414,0.28641077876091003,0.27922743558883667,0.2823442816734314
0.3976491603461781,0.2806689143180847,0.2967764735221863,0.25428324937820435
0.45300852071910275,0.2178264856338501,0.2849474549293518,0.13427388668060303
0.3769238484611122,0.31681200861930847,0.14626529812812805,0.09407323598861694
0.35907427927325525,0.1187237948179245,0.09444712102413177,0.22492994368076324
0.33632768469518365,0.07715725898742676,0.2692513167858124,0.1337135285139084
